questionId,title,titleSlug,difficulty,topic
1081,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,MEDIUM,Stack/Queue
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings,MEDIUM,Stack/Queue
1124,Longest Well-Performing Interval,longest-well-performing-interval,MEDIUM,Stack/Queue
1172,Dinner Plate Stacks,dinner-plate-stacks,HARD,Stack/Queue
1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,MEDIUM,Stack/Queue
1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,MEDIUM,Stack/Queue
1249,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,MEDIUM,Stack/Queue
1381,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,MEDIUM,Stack/Queue
1429,First Unique Number,first-unique-number,MEDIUM,Stack/Queue
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,MEDIUM,Stack/Queue
1441,Build an Array With Stack Operations,build-an-array-with-stack-operations,MEDIUM,Stack/Queue
1472,Design Browser History,design-browser-history,MEDIUM,Stack/Queue
1475,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,EASY,Stack/Queue
1499,Max Value of Equation,max-value-of-equation,HARD,Stack/Queue
1541,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,MEDIUM,Stack/Queue
1544,Make The String Great,make-the-string-great,EASY,Stack/Queue
1597,Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression,HARD,Stack/Queue
1598,Crawler Log Folder,crawler-log-folder,EASY,Stack/Queue
1614,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,EASY,Stack/Queue
1628,Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function,MEDIUM,Stack/Queue
1670,Design Front Middle Back Queue,design-front-middle-back-queue,MEDIUM,Stack/Queue
1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,MEDIUM,Stack/Queue
1700,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,EASY,Stack/Queue
1717,Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,MEDIUM,Stack/Queue
1762,Buildings With an Ocean View,buildings-with-an-ocean-view,MEDIUM,Stack/Queue
1776,Car Fleet II,car-fleet-ii,HARD,Stack/Queue
1825,Finding MK Average,finding-mk-average,HARD,Stack/Queue
1856,Maximum Subarray Min-Product,maximum-subarray-min-product,MEDIUM,Stack/Queue
1910,Remove All Occurrences of a Substring,remove-all-occurrences-of-a-substring,MEDIUM,Stack/Queue
1944,Number of Visible People in a Queue,number-of-visible-people-in-a-queue,HARD,Stack/Queue
1950,Maximum of Minimum Values in All Subarrays,maximum-of-minimum-values-in-all-subarrays,MEDIUM,Stack/Queue
1963,Minimum Number of Swaps to Make the String Balanced,minimum-number-of-swaps-to-make-the-string-balanced,MEDIUM,Stack/Queue
1996,The Number of Weak Characters in the Game,the-number-of-weak-characters-in-the-game,MEDIUM,Stack/Queue
2000,Reverse Prefix of Word,reverse-prefix-of-word,EASY,Stack/Queue
2030,Smallest K-Length Subsequence With Occurrences of a Letter,smallest-k-length-subsequence-with-occurrences-of-a-letter,HARD,Stack/Queue
2073,Time Needed to Buy Tickets,time-needed-to-buy-tickets,EASY,Stack/Queue
2104,Sum of Subarray Ranges,sum-of-subarray-ranges,MEDIUM,Stack/Queue
2116,Check if a Parentheses String Can Be Valid,check-if-a-parentheses-string-can-be-valid,MEDIUM,Stack/Queue
2130,Maximum Twin Sum of a Linked List,maximum-twin-sum-of-a-linked-list,MEDIUM,Stack/Queue
2197,Replace Non-Coprime Numbers in Array,replace-non-coprime-numbers-in-array,HARD,Stack/Queue
2211,Count Collisions on a Road,count-collisions-on-a-road,MEDIUM,Stack/Queue
2216,Minimum Deletions to Make Array Beautiful,minimum-deletions-to-make-array-beautiful,MEDIUM,Stack/Queue
2281,Sum of Total Strength of Wizards,sum-of-total-strength-of-wizards,HARD,Stack/Queue
2282,Number of People That Can Be Seen in a Grid,number-of-people-that-can-be-seen-in-a-grid,MEDIUM,Stack/Queue
2296,Design a Text Editor,design-a-text-editor,HARD,Stack/Queue
2334,Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,HARD,Stack/Queue
2345,Finding the Number of Visible Mountains,finding-the-number-of-visible-mountains,MEDIUM,Stack/Queue
2390,Removing Stars From a String,removing-stars-from-a-string,MEDIUM,Stack/Queue
2434,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,MEDIUM,Stack/Queue
2444,Count Subarrays With Fixed Bounds,count-subarrays-with-fixed-bounds,HARD,Stack/Queue
2487,Remove Nodes From Linked List,remove-nodes-from-linked-list,MEDIUM,Stack/Queue
2524,Maximum Frequency Score of a Subarray,maximum-frequency-score-of-a-subarray,HARD,Stack/Queue
2526,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,MEDIUM,Stack/Queue
2534,Time Taken to Cross the Door,time-taken-to-cross-the-door,HARD,Stack/Queue
2696,Minimum String Length After Removing Substrings,minimum-string-length-after-removing-substrings,EASY,Stack/Queue
2751,Robot Collisions,robot-collisions,HARD,Stack/Queue
2762,Continuous Subarrays,continuous-subarrays,MEDIUM,Stack/Queue
2764,Is Array a Preorder of Some ‌Binary Tree,is-array-a-preorder-of-some-binary-tree,MEDIUM,Stack/Queue
2813,Maximum Elegance of a K-Length Subsequence,maximum-elegance-of-a-k-length-subsequence,HARD,Stack/Queue
2816,Double a Number Represented as a Linked List,double-a-number-represented-as-a-linked-list,MEDIUM,Stack/Queue
2818,Apply Operations to Maximize Score,apply-operations-to-maximize-score,HARD,Stack/Queue
2832,Maximal Range That Each Element Is Maximum in It,maximal-range-that-each-element-is-maximum-in-it,MEDIUM,Stack/Queue
2863,Maximum Length of Semi-Decreasing Subarrays,maximum-length-of-semi-decreasing-subarrays,MEDIUM,Stack/Queue
2865,Beautiful Towers I,beautiful-towers-i,MEDIUM,Stack/Queue
2866,Beautiful Towers II,beautiful-towers-ii,MEDIUM,Stack/Queue
3170,Lexicographically Minimum String After Removing Stars,lexicographically-minimum-string-after-removing-stars,MEDIUM,Stack/Queue
3174,Clear Digits,clear-digits,EASY,Stack/Queue
3191,Minimum Operations to Make Binary Array Elements Equal to One I,minimum-operations-to-make-binary-array-elements-equal-to-one-i,MEDIUM,Stack/Queue
3221,Maximum Array Hopping Score II,maximum-array-hopping-score-ii,MEDIUM,Stack/Queue
3359,Find Sorted Submatrices With Maximum Element at Most K,find-sorted-submatrices-with-maximum-element-at-most-k,HARD,Stack/Queue
3412,Find Mirror Score of a String,find-mirror-score-of-a-string,MEDIUM,Stack/Queue
3420,Count Non-Decreasing Subarrays After K Operations,count-non-decreasing-subarrays-after-k-operations,HARD,Stack/Queue
3430,Maximum and Minimum Sums of at Most Size K Subarrays,maximum-and-minimum-sums-of-at-most-size-k-subarrays,HARD,Stack/Queue
3523,Make Array Non-decreasing,make-array-non-decreasing,MEDIUM,Stack/Queue
3542,Minimum Operations to Convert All Elements to Zero,minimum-operations-to-convert-all-elements-to-zero,MEDIUM,Stack/Queue
3555,Smallest Subarray to Sort in Every Sliding Window,smallest-subarray-to-sort-in-every-sliding-window,MEDIUM,Stack/Queue
3561,Resulting String After Adjacent Removals,resulting-string-after-adjacent-removals,MEDIUM,Stack/Queue
3589,Count Prime-Gap Balanced Subarrays,count-prime-gap-balanced-subarrays,MEDIUM,Stack/Queue
3676,Count Bowl Subarrays,count-bowl-subarrays,MEDIUM,Stack/Queue
3703,Remove K-Balanced Substrings,remove-k-balanced-substrings,MEDIUM,Stack/Queue
3746,Minimum String Length After Balanced Removals,minimum-string-length-after-balanced-removals,MEDIUM,Stack/Queue
3816,Lexicographically Smallest String After Deleting Duplicate Characters,lexicographically-smallest-string-after-deleting-duplicate-characters,HARD,Stack/Queue
3829,Design Ride Sharing System,design-ride-sharing-system,MEDIUM,Stack/Queue
3834,Merge Adjacent Equal Elements,merge-adjacent-equal-elements,MEDIUM,Stack/Queue
3835,Count Subarrays With Cost Less Than or Equal to K,count-subarrays-with-cost-less-than-or-equal-to-k,MEDIUM,Stack/Queue
3845,Maximum Subarray XOR with Bounded Range,maximum-subarray-xor-with-bounded-range,HARD,Stack/Queue
1,Two Sum,two-sum,EASY,Arrays
11,Container With Most Water,container-with-most-water,MEDIUM,Arrays
15,3Sum,3sum,MEDIUM,Arrays
16,3Sum Closest,3sum-closest,MEDIUM,Arrays
18,4Sum,4sum,MEDIUM,Arrays
26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,EASY,Arrays
27,Remove Element,remove-element,EASY,Arrays
31,Next Permutation,next-permutation,MEDIUM,Arrays
36,Valid Sudoku,valid-sudoku,MEDIUM,Arrays
41,First Missing Positive,first-missing-positive,HARD,Arrays
48,Rotate Image,rotate-image,MEDIUM,Arrays
54,Spiral Matrix,spiral-matrix,MEDIUM,Arrays
56,Merge Intervals,merge-intervals,MEDIUM,Arrays
57,Insert Interval,insert-interval,MEDIUM,Arrays
59,Spiral Matrix II,spiral-matrix-ii,MEDIUM,Arrays
66,Plus One,plus-one,EASY,Arrays
73,Set Matrix Zeroes,set-matrix-zeroes,MEDIUM,Arrays
75,Sort Colors,sort-colors,MEDIUM,Arrays
80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,MEDIUM,Arrays
88,Merge Sorted Array,merge-sorted-array,EASY,Arrays
134,Gas Station,gas-station,MEDIUM,Arrays
135,Candy,candy,HARD,Arrays
136,Single Number,single-number,EASY,Arrays
137,Single Number II,single-number-ii,MEDIUM,Arrays
149,Max Points on a Line,max-points-on-a-line,HARD,Arrays
157,Read N Characters Given Read4,read-n-characters-given-read4,EASY,Arrays
158,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,HARD,Arrays
163,Missing Ranges,missing-ranges,EASY,Arrays
164,Maximum Gap,maximum-gap,MEDIUM,Arrays
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,EASY,Arrays
189,Rotate Array,rotate-array,MEDIUM,Arrays
204,Count Primes,count-primes,MEDIUM,Arrays
217,Contains Duplicate,contains-duplicate,EASY,Arrays
219,Contains Duplicate II,contains-duplicate-ii,EASY,Arrays
220,Contains Duplicate III,contains-duplicate-iii,HARD,Arrays
228,Summary Ranges,summary-ranges,EASY,Arrays
229,Majority Element II,majority-element-ii,MEDIUM,Arrays
238,Product of Array Except Self,product-of-array-except-self,MEDIUM,Arrays
251,Flatten 2D Vector,flatten-2d-vector,MEDIUM,Arrays
252,Meeting Rooms,meeting-rooms,EASY,Arrays
253,Meeting Rooms II,meeting-rooms-ii,MEDIUM,Arrays
260,Single Number III,single-number-iii,MEDIUM,Arrays
274,H-Index,h-index,MEDIUM,Arrays
280,Wiggle Sort,wiggle-sort,MEDIUM,Arrays
283,Move Zeroes,move-zeroes,EASY,Arrays
284,Peeking Iterator,peeking-iterator,MEDIUM,Arrays
289,Game of Life,game-of-life,MEDIUM,Arrays
296,Best Meeting Point,best-meeting-point,HARD,Arrays
303,Range Sum Query - Immutable,range-sum-query-immutable,EASY,Arrays
304,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,MEDIUM,Arrays
308,Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,MEDIUM,Arrays
311,Sparse Matrix Multiplication,sparse-matrix-multiplication,MEDIUM,Arrays
325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,MEDIUM,Arrays
330,Patching Array,patching-array,HARD,Arrays
334,Increasing Triplet Subsequence,increasing-triplet-subsequence,MEDIUM,Arrays
335,Self Crossing,self-crossing,HARD,Arrays
348,Design Tic-Tac-Toe,design-tic-tac-toe,MEDIUM,Arrays
356,Line Reflection,line-reflection,MEDIUM,Arrays
360,Sort Transformed Array,sort-transformed-array,MEDIUM,Arrays
370,Range Addition,range-addition,MEDIUM,Arrays
373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,MEDIUM,Arrays
380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,MEDIUM,Arrays
381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,HARD,Arrays
384,Shuffle an Array,shuffle-an-array,MEDIUM,Arrays
391,Perfect Rectangle,perfect-rectangle,HARD,Arrays
393,UTF-8 Validation,utf-8-validation,MEDIUM,Arrays
406,Queue Reconstruction by Height,queue-reconstruction-by-height,MEDIUM,Arrays
414,Third Maximum Number,third-maximum-number,EASY,Arrays
421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,MEDIUM,Arrays
422,Valid Word Square,valid-word-square,EASY,Arrays
442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,MEDIUM,Arrays
447,Number of Boomerangs,number-of-boomerangs,MEDIUM,Arrays
448,Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,EASY,Arrays
452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,MEDIUM,Arrays
453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,MEDIUM,Arrays
454,4Sum II,4sum-ii,MEDIUM,Arrays
455,Assign Cookies,assign-cookies,EASY,Arrays
457,Circular Array Loop,circular-array-loop,MEDIUM,Arrays
462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,MEDIUM,Arrays
469,Convex Polygon,convex-polygon,MEDIUM,Arrays
477,Total Hamming Distance,total-hamming-distance,MEDIUM,Arrays
480,Sliding Window Median,sliding-window-median,HARD,Arrays
485,Max Consecutive Ones,max-consecutive-ones,EASY,Arrays
495,Teemo Attacking,teemo-attacking,EASY,Arrays
498,Diagonal Traverse,diagonal-traverse,MEDIUM,Arrays
502,IPO,ipo,HARD,Arrays
506,Relative Ranks,relative-ranks,EASY,Arrays
517,Super Washing Machines,super-washing-machines,HARD,Arrays
523,Continuous Subarray Sum,continuous-subarray-sum,MEDIUM,Arrays
525,Contiguous Array,contiguous-array,MEDIUM,Arrays
531,Lonely Pixel I,lonely-pixel-i,MEDIUM,Arrays
533,Lonely Pixel II,lonely-pixel-ii,MEDIUM,Arrays
548,Split Array with Equal Sum,split-array-with-equal-sum,HARD,Arrays
554,Brick Wall,brick-wall,MEDIUM,Arrays
560,Subarray Sum Equals K,subarray-sum-equals-k,MEDIUM,Arrays
561,Array Partition,array-partition,EASY,Arrays
566,Reshape the Matrix,reshape-the-matrix,EASY,Arrays
573,Squirrel Simulation,squirrel-simulation,MEDIUM,Arrays
575,Distribute Candies,distribute-candies,EASY,Arrays
587,Erect the Fence,erect-the-fence,HARD,Arrays
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,EASY,Arrays
598,Range Addition II,range-addition-ii,EASY,Arrays
605,Can Place Flowers,can-place-flowers,EASY,Arrays
621,Task Scheduler,task-scheduler,MEDIUM,Arrays
624,Maximum Distance in Arrays,maximum-distance-in-arrays,MEDIUM,Arrays
628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,EASY,Arrays
630,Course Schedule III,course-schedule-iii,HARD,Arrays
632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,HARD,Arrays
643,Maximum Average Subarray I,maximum-average-subarray-i,EASY,Arrays
645,Set Mismatch,set-mismatch,EASY,Arrays
659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,MEDIUM,Arrays
661,Image Smoother,image-smoother,EASY,Arrays
665,Non-decreasing Array,non-decreasing-array,MEDIUM,Arrays
667,Beautiful Arrangement II,beautiful-arrangement-ii,MEDIUM,Arrays
674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,EASY,Arrays
697,Degree of an Array,degree-of-an-array,EASY,Arrays
699,Falling Squares,falling-squares,HARD,Arrays
705,Design HashSet,design-hashset,EASY,Arrays
706,Design HashMap,design-hashmap,EASY,Arrays
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,EASY,Arrays
723,Candy Crush,candy-crush,MEDIUM,Arrays
724,Find Pivot Index,find-pivot-index,EASY,Arrays
747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,EASY,Arrays
755,Pour Water,pour-water,MEDIUM,Arrays
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,HARD,Arrays
759,Employee Free Time,employee-free-time,HARD,Arrays
760,Find Anagram Mappings,find-anagram-mappings,EASY,Arrays
766,Toeplitz Matrix,toeplitz-matrix,EASY,Arrays
775,Global and Local Inversions,global-and-local-inversions,MEDIUM,Arrays
781,Rabbits in Forest,rabbits-in-forest,MEDIUM,Arrays
782,Transform to Chessboard,transform-to-chessboard,HARD,Arrays
789,Escape The Ghosts,escape-the-ghosts,MEDIUM,Arrays
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,MEDIUM,Arrays
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,MEDIUM,Arrays
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,HARD,Arrays
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,MEDIUM,Arrays
810,Chalkboard XOR Game,chalkboard-xor-game,HARD,Arrays
812,Largest Triangle Area,largest-triangle-area,EASY,Arrays
817,Linked List Components,linked-list-components,MEDIUM,Arrays
822,Card Flipping Game,card-flipping-game,MEDIUM,Arrays
832,Flipping an Image,flipping-an-image,EASY,Arrays
835,Image Overlap,image-overlap,MEDIUM,Arrays
840,Magic Squares In Grid,magic-squares-in-grid,MEDIUM,Arrays
846,Hand of Straights,hand-of-straights,MEDIUM,Arrays
849,Maximize Distance to Closest Person,maximize-distance-to-closest-person,MEDIUM,Arrays
850,Rectangle Area II,rectangle-area-ii,HARD,Arrays
857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,HARD,Arrays
860,Lemonade Change,lemonade-change,EASY,Arrays
861,Score After Flipping Matrix,score-after-flipping-matrix,MEDIUM,Arrays
867,Transpose Matrix,transpose-matrix,EASY,Arrays
870,Advantage Shuffle,advantage-shuffle,MEDIUM,Arrays
874,Walking Robot Simulation,walking-robot-simulation,MEDIUM,Arrays
881,Boats to Save People,boats-to-save-people,MEDIUM,Arrays
883,Projection Area of 3D Shapes,projection-area-of-3d-shapes,EASY,Arrays
885,Spiral Matrix III,spiral-matrix-iii,MEDIUM,Arrays
891,Sum of Subsequence Widths,sum-of-subsequence-widths,HARD,Arrays
892,Surface Area of 3D Shapes,surface-area-of-3d-shapes,EASY,Arrays
896,Monotonic Array,monotonic-array,EASY,Arrays
900,RLE Iterator,rle-iterator,MEDIUM,Arrays
904,Fruit Into Baskets,fruit-into-baskets,MEDIUM,Arrays
905,Sort Array By Parity,sort-array-by-parity,EASY,Arrays
908,Smallest Range I,smallest-range-i,EASY,Arrays
910,Smallest Range II,smallest-range-ii,MEDIUM,Arrays
914,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,EASY,Arrays
915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,MEDIUM,Arrays
922,Sort Array By Parity II,sort-array-by-parity-ii,EASY,Arrays
923,3Sum With Multiplicity,3sum-with-multiplicity,MEDIUM,Arrays
927,Three Equal Parts,three-equal-parts,HARD,Arrays
930,Binary Subarrays With Sum,binary-subarrays-with-sum,MEDIUM,Arrays
939,Minimum Area Rectangle,minimum-area-rectangle,MEDIUM,Arrays
941,Valid Mountain Array,valid-mountain-array,EASY,Arrays
945,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,MEDIUM,Arrays
948,Bag of Tokens,bag-of-tokens,MEDIUM,Arrays
954,Array of Doubled Pairs,array-of-doubled-pairs,MEDIUM,Arrays
957,Prison Cells After N Days,prison-cells-after-n-days,MEDIUM,Arrays
961,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,EASY,Arrays
963,Minimum Area Rectangle II,minimum-area-rectangle-ii,MEDIUM,Arrays
969,Pancake Sorting,pancake-sorting,MEDIUM,Arrays
974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,MEDIUM,Arrays
976,Largest Perimeter Triangle,largest-perimeter-triangle,EASY,Arrays
977,Squares of a Sorted Array,squares-of-a-sorted-array,EASY,Arrays
982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,HARD,Arrays
985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,MEDIUM,Arrays
986,Interval List Intersections,interval-list-intersections,MEDIUM,Arrays
989,Add to Array-Form of Integer,add-to-array-form-of-integer,EASY,Arrays
992,Subarrays with K Different Integers,subarrays-with-k-different-integers,HARD,Arrays
997,Find the Town Judge,find-the-town-judge,EASY,Arrays
999,Available Captures for Rook,available-captures-for-rook,EASY,Arrays
1001,Grid Illumination,grid-illumination,HARD,Arrays
1005,Maximize Sum Of Array After K Negations,maximize-sum-of-array-after-k-negations,EASY,Arrays
1007,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row,MEDIUM,Arrays
1010,Pairs of Songs With Total Durations Divisible by 60,pairs-of-songs-with-total-durations-divisible-by-60,MEDIUM,Arrays
1013,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,EASY,Arrays
1018,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5,EASY,Arrays
1029,Two City Scheduling,two-city-scheduling,MEDIUM,Arrays
1030,Matrix Cells in Distance Order,matrix-cells-in-distance-order,EASY,Arrays
1037,Valid Boomerang,valid-boomerang,EASY,Arrays
1040,Moving Stones Until Consecutive II,moving-stones-until-consecutive-ii,MEDIUM,Arrays
1046,Last Stone Weight,last-stone-weight,EASY,Arrays
1051,Height Checker,height-checker,EASY,Arrays
1052,Grumpy Bookstore Owner,grumpy-bookstore-owner,MEDIUM,Arrays
1053,Previous Permutation With One Swap,previous-permutation-with-one-swap,MEDIUM,Arrays
1054,Distant Barcodes,distant-barcodes,MEDIUM,Arrays
1057,Campus Bikes,campus-bikes,MEDIUM,Arrays
1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,MEDIUM,Arrays
1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,MEDIUM,Arrays
1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,HARD,Arrays
1085,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,EASY,Arrays
1086,High Five,high-five,EASY,Arrays
1089,Duplicate Zeros,duplicate-zeros,EASY,Arrays
1090,Largest Values From Labels,largest-values-from-labels,MEDIUM,Arrays
1093,Statistics from a Large Sample,statistics-from-a-large-sample,MEDIUM,Arrays
1094,Car Pooling,car-pooling,MEDIUM,Arrays
1109,Corporate Flight Bookings,corporate-flight-bookings,MEDIUM,Arrays
1121,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences,HARD,Arrays
1122,Relative Sort Array,relative-sort-array,EASY,Arrays
1128,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,EASY,Arrays
1131,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,MEDIUM,Arrays
1133,Largest Unique Number,largest-unique-number,EASY,Arrays
1144,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,MEDIUM,Arrays
1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,MEDIUM,Arrays
1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,MEDIUM,Arrays
1176,Diet Plan Performance,diet-plan-performance,EASY,Arrays
1184,Distance Between Bus Stops,distance-between-bus-stops,EASY,Arrays
1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,EASY,Arrays
1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks,HARD,Arrays
1200,Minimum Absolute Difference,minimum-absolute-difference,EASY,Arrays
1207,Unique Number of Occurrences,unique-number-of-occurrences,EASY,Arrays
1217,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,EASY,Arrays
1222,Queens That Can Attack the King,queens-that-can-attack-the-king,MEDIUM,Arrays
1224,Maximum Equal Frequency,maximum-equal-frequency,HARD,Arrays
1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,EASY,Arrays
1229,Meeting Scheduler,meeting-scheduler,MEDIUM,Arrays
1232,Check If It Is a Straight Line,check-if-it-is-a-straight-line,EASY,Arrays
1243,Array Transformation,array-transformation,EASY,Arrays
1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,MEDIUM,Arrays
1250,Check If It Is a Good Array,check-if-it-is-a-good-array,HARD,Arrays
1252,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,EASY,Arrays
1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,MEDIUM,Arrays
1260,Shift 2D Grid,shift-2d-grid,EASY,Arrays
1266,Minimum Time Visiting All Points,minimum-time-visiting-all-points,EASY,Arrays
1272,Remove Interval,remove-interval,MEDIUM,Arrays
1275,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,EASY,Arrays
1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,MEDIUM,Arrays
1287,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,EASY,Arrays
1288,Remove Covered Intervals,remove-covered-intervals,MEDIUM,Arrays
1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,EASY,Arrays
1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,MEDIUM,Arrays
1299,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,EASY,Arrays
1304,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,EASY,Arrays
1310,XOR Queries of a Subarray,xor-queries-of-a-subarray,MEDIUM,Arrays
1313,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,EASY,Arrays
1314,Matrix Block Sum,matrix-block-sum,MEDIUM,Arrays
1329,Sort the Matrix Diagonally,sort-the-matrix-diagonally,MEDIUM,Arrays
1330,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,HARD,Arrays
1331,Rank Transform of an Array,rank-transform-of-an-array,EASY,Arrays
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,MEDIUM,Arrays
1338,Reduce Array Size to The Half,reduce-array-size-to-the-half,MEDIUM,Arrays
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,MEDIUM,Arrays
1352,Product of the Last K Numbers,product-of-the-last-k-numbers,MEDIUM,Arrays
1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,MEDIUM,Arrays
1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,HARD,Arrays
1356,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,EASY,Arrays
1357,Apply Discount Every n Orders,apply-discount-every-n-orders,MEDIUM,Arrays
1365,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,EASY,Arrays
1375,Number of Times Binary String Is Prefix-Aligned,number-of-times-binary-string-is-prefix-aligned,MEDIUM,Arrays
1380,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,EASY,Arrays
1383,Maximum Performance of a Team,maximum-performance-of-a-team,HARD,Arrays
1386,Cinema Seat Allocation,cinema-seat-allocation,MEDIUM,Arrays
